6.749919999999999618e+02,-4.266928531845704531e-01
6.794919999999999618e+02,-4.273862180169878955e-01
6.839919999999999618e+02,-1.418670796404813139e-01
6.884919999999999618e+02,7.720283669891657430e-02
6.929919999999999618e+02,-1.322584531323688362e-01
6.974919999999999618e+02,-4.075600482930785695e-01
7.019919999999999618e+02,-2.632906888177606319e-01
7.019919999999999618e+02,-2.632906888177606319e-01
7.064918333333332612e+02,1.697002657340712095e-01
7.109916666666666742e+02,1.355220834861930179e-01
7.154914999999999736e+02,2.825935142727402649e-01
7.199913333333332730e+02,2.128429445108225293e-01
7.244911666666666861e+02,2.485877392044261169e-01
7.289909999999999854e+02,2.603492313700151994e-01
7.289909999999999854e+02,2.603492313700151994e-01
7.334909999999999854e+02,3.616521741789305855e-01
7.379909999999999854e+02,2.001990246820693209e-01
7.424909999999999854e+02,2.961085974719877001e-01
7.469909999999999854e+02,4.501607005330635070e-01
7.514909999999999854e+02,3.675029026332414239e-01
7.559909999999999854e+02,2.165097159938819960e-01
7.559909999999999854e+02,2.165097159938819960e-01
7.604909999999999854e+02,1.720166790002321255e-01
7.649909999999999854e+02,3.332291404799554435e-01
7.694909999999999854e+02,3.749535297770928421e-01
7.739909999999999854e+02,4.068685189132408841e-01
7.784909999999999854e+02,3.348043937581853258e-01
7.829909999999999854e+02,1.383073013959195408e-01
7.829909999999999854e+02,1.383073013959195408e-01
7.874909999999999854e+02,2.497135209694388291e-01
7.919909999999999854e+02,3.348070357713573975e-01
7.964909999999999854e+02,3.758829559673178555e-01
8.009909999999999854e+02,3.250551780931378310e-01
8.054909999999999854e+02,3.524177957833123376e-01
8.099909999999999854e+02,3.886139687829999190e-01
8.099909999999999854e+02,3.886139687829999190e-01
8.144909999999999854e+02,4.342576531508435256e-01
8.189909999999999854e+02,4.146147033793990411e-01
8.234909999999999854e+02,2.797379440088187952e-01
8.279909999999999854e+02,3.164200678399034516e-01
8.324909999999999854e+02,4.419042258804564693e-01
8.369909999999999854e+02,4.058674958454367432e-01
8.369909999999999854e+02,4.058674958454367432e-01
8.414909999999999854e+02,1.870456212605248192e-01
8.459909999999999854e+02,2.365466876369776428e-01
8.504909999999999854e+02,4.154794530614312476e-01
8.549909999999999854e+02,3.949029425680280481e-01
8.594909999999999854e+02,3.113819924651728965e-01
8.639909999999999854e+02,2.148204238290234436e-01
8.639909999999999854e+02,2.148204238290234436e-01
8.673658749999999600e+02,3.917291267524204978e-01
8.707407499999999345e+02,3.917291267524204978e-01
8.741156250000000227e+02,4.710863408242642603e-01
8.774904999999999973e+02,3.555535447883738653e-01
8.808653749999999718e+02,3.546926200531279050e-01
8.842402500000000600e+02,3.975249562970746275e-01
8.876151250000000346e+02,3.975249562970746275e-01
8.909900000000000091e+02,2.339148444750290545e-01
8.909900000000000091e+02,2.339148444750290545e-01
8.954900000000000091e+02,1.843850034619644862e-01
8.999900000000000091e+02,2.246525464414801665e-01
9.044900000000000091e+02,3.388616564907796502e-01
9.089900000000000091e+02,4.970930004510701883e-01
9.134900000000000091e+02,3.851941130824935722e-01
9.179900000000000091e+02,3.097654580581432615e-01
9.179900000000000091e+02,3.097654580581432615e-01
9.226186000000000149e+02,1.720748424664236276e-01
9.272472000000000207e+02,9.915905052471443715e-02
9.318758000000000266e+02,8.536270374297329211e-02
9.365044000000000324e+02,1.550323589067824914e-01
9.411330000000000382e+02,2.172004335992109014e-01
9.411330000000000382e+02,2.172004335992109014e-01
9.456330000000000382e+02,1.634662757196220229e-01
9.501330000000000382e+02,1.678332813237658205e-01
9.546330000000000382e+02,2.972275144846776018e-01
9.591330000000000382e+02,4.751079810980534668e-01
9.636330000000000382e+02,5.525094032695864188e-01
9.681330000000000382e+02,4.990867800100894369e-01
9.681330000000000382e+02,4.990867800100894369e-01
9.726330000000000382e+02,4.415411919638427274e-01
9.771330000000000382e+02,3.787026331724619999e-01
9.816330000000000382e+02,4.611389488858457231e-01
9.861330000000000382e+02,3.707152895345880439e-01
9.906330000000000382e+02,3.351489834223978503e-01
9.951330000000000382e+02,5.483312960362988209e-01
9.951330000000000382e+02,5.483312960362988209e-01
9.997613999999999805e+02,5.452154359250378501e-01
1.004389800000000037e+03,5.504572476712017437e-01
1.009018199999999979e+03,6.247842029402240760e-01
1.013646600000000035e+03,4.530623360504714148e-01
1.018274999999999977e+03,4.537363390163318133e-01
1.018274999999999977e+03,4.537363390163318133e-01
